Posição,Código,Matricula,Nota
1,1505,19113995,79.4
2,1505,19111710,78.4
3,1505,19104925,77.9
4,1505,19111890,77.5
5,1505,19128866,77.0
6,1505,19110868,75.6
7,1505,19141568,74.7
8,1505,19111075,74.5
9,1505,19145144,74.3
10,1505,19111549,73.5
11,1505,19105471,73.5
12,1505,19102923,72.2
13,1505,19138268,72.1
14,1505,19102563,71.3
15,1505,19113519,71.0
